,season,date_game,school_name,game_location,opp_name,game_type,game_result,gs,mp,fg,fga,fg_pct,fg2,fg2a,fg2_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
1033,2021-22,2021-12-03,Kansas,@,St. John's (NY),REG,W,0,6,0,2,.000,0,2,.000,0,0,,0,0,,3,1,4,0,0,0,0,1,0
1034,2021-22,2021-12-07,Kansas,,UTEP,REG,W,0,6,1,3,.333,1,3,.333,0,0,,2,2,1.000,2,0,2,1,0,0,0,0,4
1035,2021-22,2021-12-11,Kansas,,Missouri,REG,W,0,6,0,1,.000,0,1,.000,0,0,,2,2,1.000,2,0,2,0,0,0,0,1,2
1036,2021-22,2021-12-29,Kansas,,Nevada,REG,W,0,6,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,0,0,0
1037,2021-22,2022-01-01,Kansas,,George Mason,REG,W,0,5,1,1,1.000,1,1,1.000,0,0,,0,0,,0,1,1,1,1,0,0,0,2
1038,2021-22,2022-01-08,Kansas,@,Texas Tech,REG,L,0,3,0,0,,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0
1039,2021-22,2022-01-11,Kansas,,Iowa State,REG,W,1,10,1,1,1.000,1,1,1.000,0,0,,1,2,.500,0,2,2,0,0,2,1,1,3
1040,2021-22,2022-01-15,Kansas,,West Virginia,REG,W,0,7,0,0,,0,0,,0,0,,1,2,.500,0,0,0,1,0,0,0,0,1
1041,2021-22,2022-01-18,Kansas,@,Oklahoma,REG,W,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1042,2021-22,2022-01-22,Kansas,@,Kansas State,REG,W,0,6,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
1043,2021-22,2022-01-24,Kansas,,Texas Tech,REG,W,0,17,2,2,1.000,2,2,1.000,0,0,,2,3,.667,2,2,4,0,0,0,0,0,6
1044,2021-22,2022-01-29,Kansas,,Kentucky,REG,L,0,11,2,2,1.000,2,2,1.000,0,0,,0,0,,0,0,0,0,1,1,0,2,4
1045,2021-22,2022-02-01,Kansas,@,Iowa State,REG,W,0,5,0,0,,0,0,,0,0,,1,2,.500,1,0,1,0,0,0,0,2,1
1046,2021-22,2022-02-05,Kansas,,Baylor,REG,W,0,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,2,0,1,0
1047,2021-22,2022-02-07,Kansas,@,Texas,REG,L,0,4,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,2
1048,2021-22,2022-02-12,Kansas,,Oklahoma,REG,W,0,5,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,2,0
1049,2021-22,2022-02-14,Kansas,,Oklahoma State,REG,W,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1050,2021-22,2022-02-19,Kansas,@,West Virginia,REG,W,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1051,2021-22,2022-02-22,Kansas,,Kansas State,REG,W,0,3,0,0,,0,0,,0,0,,0,1,.000,0,0,0,1,0,0,1,0,0
1052,2021-22,2022-02-26,Kansas,@,Baylor,REG,L,0,3,2,2,1.000,2,2,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,4
1053,2021-22,2022-03-01,Kansas,@,TCU,REG,L,0,6,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,1,0
1054,2021-22,2022-03-03,Kansas,,TCU,REG,W,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
1055,2021-22,2022-03-05,Kansas,,Texas,REG,W,0,4,0,0,,0,0,,0,0,,1,2,.500,1,0,1,0,0,0,0,0,1
1056,2021-22,2022-03-10,Kansas,N,West Virginia,CTOURN,W,0,6,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,2,0,0,1,1,0
1057,2021-22,2022-03-11,Kansas,N,TCU,CTOURN,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1058,2021-22,2021-11-09,Kansas,N,Michigan State,REG,W,0,11,2,2,1.000,2,2,1.000,0,0,,1,1,1.000,0,2,2,2,0,0,0,0,5
1059,2021-22,2021-11-12,Kansas,,Tarleton State,REG,W,0,17,1,2,.500,1,2,.500,0,0,,2,3,.667,0,3,3,3,1,0,0,0,4
1060,2021-22,2021-11-18,Kansas,,Stony Brook,REG,W,0,20,2,4,.500,2,3,.667,0,1,.000,0,0,,0,4,4,3,1,0,2,1,4
1061,2021-22,2021-11-25,Kansas,N,North Texas,REG,W,0,11,0,2,.000,0,1,.000,0,1,.000,0,0,,0,1,1,1,0,0,1,1,0
1062,2021-22,2021-11-26,Kansas,N,Dayton,REG,L,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1063,2021-22,2021-11-28,Kansas,N,Iona,REG,W,0,11,1,1,1.000,1,1,1.000,0,0,,0,0,,0,1,1,2,1,0,0,1,2
1064,2021-22,2021-12-03,Kansas,@,St. John's (NY),REG,W,0,7,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1065,2021-22,2022-01-11,Kansas,,Iowa State,REG,W,0,9,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,2,0,0
1066,2021-22,2022-01-15,Kansas,,West Virginia,REG,W,0,3,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,2,1,0
1067,2021-22,2022-01-29,Kansas,,Kentucky,REG,L,0,10,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2
1068,2021-22,2022-02-01,Kansas,@,Iowa State,REG,W,0,5,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,2,1,0
1069,2021-22,2022-02-05,Kansas,,Baylor,REG,W,0,4,1,1,1.000,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,2
1070,2021-22,2022-02-07,Kansas,@,Texas,REG,L,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0
1071,2021-22,2022-02-14,Kansas,,Oklahoma State,REG,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0
1072,2017-18,2017-11-10,Kansas,,Tennessee State,REG,W,0,3,0,2,.000,0,0,,0,2,.000,0,0,,1,0,1,1,0,0,0,1,0
1073,2017-18,2017-11-17,Kansas,,South Dakota State,REG,W,0,4,1,2,.500,0,1,.000,1,1,1.000,0,0,,1,2,3,0,0,0,2,0,3
1074,2017-18,2017-11-21,Kansas,,Texas Southern,REG,W,0,4,0,2,.000,0,0,,0,2,.000,0,0,,0,1,1,0,0,0,0,1,0
1075,2017-18,2017-11-24,Kansas,,Oakland,REG,W,0,2,1,2,.500,1,1,1.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,2
1076,2017-18,2017-11-28,Kansas,,Toledo,REG,W,0,4,1,1,1.000,1,1,1.000,0,0,,2,2,1.000,0,1,1,0,0,0,1,0,4
1077,2017-18,2017-12-18,Kansas,,Omaha,REG,W,0,4,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3
1078,2017-18,2018-02-19,Kansas,,Oklahoma,REG,W,0,2,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0
1079,2017-18,2018-02-26,Kansas,,Texas,REG,W,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1080,2017-18,2018-03-09,Kansas,N,Kansas State,CTOURN,W,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1081,2017-18,2018-03-15,Kansas,N,Penn,NCAA,W,0,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0
1082,2017-18,2018-03-31,Kansas,N,Villanova,NCAA,L,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1083,2018-19,2018-12-04,Kansas,,Wofford,REG,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1084,2018-19,2018-12-29,Kansas,,Eastern Michigan,REG,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0
1085,2018-19,2019-01-05,Kansas,@,Iowa State,REG,L,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1086,2018-19,2019-02-02,Kansas,,Texas Tech,REG,W,0,2,0,2,.000,0,0,,0,2,.000,0,0,,0,1,1,0,0,0,1,0,0
1087,2018-19,2019-02-05,Kansas,@,Kansas State,REG,L,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1088,2018-19,2019-02-16,Kansas,,West Virginia,REG,W,0,3,1,2,.500,0,0,,1,2,.500,0,0,,0,0,0,0,0,0,0,1,3
1089,2018-19,2019-02-23,Kansas,@,Texas Tech,REG,L,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1090,2018-19,2019-02-25,Kansas,,Kansas State,REG,W,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1091,2018-19,2019-03-05,Kansas,@,Oklahoma,REG,L,0,2,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3
1092,2018-19,2019-03-15,Kansas,N,West Virginia,CTOURN,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0
1093,2018-19,2019-03-21,Kansas,N,Northeastern,NCAA,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1094,2019-20,2019-11-15,Kansas,,Monmouth,REG,W,0,7,1,2,.500,0,0,,1,2,.500,0,0,,0,0,0,1,0,0,0,2,3
1095,2019-20,2019-11-25,Kansas,@,Chaminade,REG,W,0,4,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0
1096,2019-20,2019-11-26,Kansas,N,BYU,REG,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1097,2019-20,2019-12-07,Kansas,,Colorado,REG,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1098,2019-20,2019-12-10,Kansas,,Milwaukee,REG,W,0,1,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3
1099,2019-20,2019-12-14,Kansas,N,Kansas City,REG,W,0,5,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0
1100,2019-20,2020-01-08,Kansas,@,Iowa State,REG,W,0,3,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0
1101,2019-20,2020-01-21,Kansas,,Kansas State,REG,W,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,1,1,0,0
1102,2019-20,2020-01-27,Kansas,@,Oklahoma State,REG,W,0,2,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0
1103,2019-20,2020-02-15,Kansas,,Oklahoma,REG,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
1104,2019-20,2020-02-17,Kansas,,Iowa State,REG,W,0,2,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3
1105,2019-20,2020-02-24,Kansas,,Oklahoma State,REG,W,0,2,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0
1106,2020-21,2020-12-03,Kansas,,Washburn,REG,W,0,3,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0
1107,2020-21,2020-12-11,Kansas,,Omaha,REG,W,0,2,1,1,1.000,0,0,,1,1,1.000,0,0,,1,1,2,0,0,0,0,0,3
1108,2020-21,2021-01-05,Kansas,@,TCU,REG,W,0,3,0,0,,0,0,,0,0,,0,0,,1,2,3,0,0,0,0,0,0
1109,2020-21,2021-01-18,Kansas,@,Baylor,REG,L,0,1,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3
1110,2020-21,2021-01-30,Kansas,@,Tennessee,REG,L,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1111,2020-21,2021-02-02,Kansas,,Kansas State,REG,W,0,1,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3
1112,2020-21,2021-02-06,Kansas,@,West Virginia,REG,L,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0
1113,2020-21,2021-02-11,Kansas,,Iowa State,REG,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0
1114,2020-21,2021-02-17,Kansas,@,Kansas State,REG,W,0,1,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0
1115,2020-21,2021-03-22,Kansas,N,USC,NCAA,L,0,2,0,1,.000,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,1,0,0
1116,2021-22,2021-11-12,Kansas,,Tarleton State,REG,W,0,1,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3
1117,2021-22,2021-11-18,Kansas,,Stony Brook,REG,W,0,3,0,2,.000,0,0,,0,2,.000,0,0,,0,1,1,0,0,0,0,0,0
1118,2021-22,2021-11-25,Kansas,N,North Texas,REG,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1119,2021-22,2021-12-07,Kansas,,UTEP,REG,W,0,2,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,1,0,0,0,1,2
1120,2021-22,2021-12-11,Kansas,,Missouri,REG,W,0,3,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3
1121,2021-22,2021-12-29,Kansas,,Nevada,REG,W,0,2,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0
1122,2021-22,2022-01-15,Kansas,,West Virginia,REG,W,0,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0
1123,2021-22,2022-02-05,Kansas,,Baylor,REG,W,0,3,0,2,.000,0,0,,0,2,.000,0,0,,0,1,1,0,0,0,1,0,0
1124,2021-22,2022-02-14,Kansas,,Oklahoma State,REG,W,0,2,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0
1125,2021-22,2022-02-22,Kansas,,Kansas State,REG,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0
1126,2021-22,2022-03-05,Kansas,,Texas,REG,W,1,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1127,2021-22,2022-03-10,Kansas,N,West Virginia,CTOURN,W,0,2,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,0,0,0,0,1,3
1128,2021-22,2022-03-11,Kansas,N,TCU,CTOURN,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1129,2019-20,2019-11-15,Kansas,,Monmouth,REG,W,0,5,1,3,.333,0,0,,1,3,.333,2,2,1.000,0,0,0,0,0,0,1,1,5
1130,2019-20,2019-11-25,Kansas,@,Chaminade,REG,W,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,1,1,0,1,0,0
1131,2019-20,2019-11-26,Kansas,N,BYU,REG,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
1132,2019-20,2019-12-10,Kansas,,Milwaukee,REG,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1133,2019-20,2019-12-14,Kansas,N,Kansas City,REG,W,0,4,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3
1134,2019-20,2019-12-29,Kansas,@,Stanford,REG,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1135,2019-20,2020-01-08,Kansas,@,Iowa State,REG,W,0,3,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0
1136,2019-20,2020-01-21,Kansas,,Kansas State,REG,W,0,3,1,1,1.000,0,0,,1,1,1.000,1,2,.500,0,0,0,0,0,0,0,0,4
1137,2019-20,2020-01-27,Kansas,@,Oklahoma State,REG,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1138,2019-20,2020-02-24,Kansas,,Oklahoma State,REG,W,0,3,0,1,.000,0,0,,0,1,.000,0,0,,1,0,1,0,0,0,1,0,0
1139,2020-21,2021-03-22,Kansas,N,USC,NCAA,L,0,2,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,1,0,0,1,0
1140,2021-22,2021-11-12,Kansas,,Tarleton State,REG,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1141,2021-22,2021-11-18,Kansas,,Stony Brook,REG,W,0,3,1,2,.500,0,0,,1,2,.500,0,0,,0,0,0,0,0,0,0,0,3
1142,2021-22,2021-11-25,Kansas,N,North Texas,REG,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1143,2021-22,2021-12-07,Kansas,,UTEP,REG,W,0,2,1,1,1.000,0,0,,1,1,1.000,0,0,,0,1,1,0,0,0,0,0,3
1144,2021-22,2021-12-11,Kansas,,Missouri,REG,W,0,1,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0
1145,2021-22,2021-12-29,Kansas,,Nevada,REG,W,0,2,0,1,.000,0,0,,0,1,.000,0,0,,1,0,1,0,0,0,0,0,0
1146,2021-22,2022-01-15,Kansas,,West Virginia,REG,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
1147,2021-22,2022-02-05,Kansas,,Baylor,REG,W,0,3,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0
1148,2021-22,2022-02-14,Kansas,,Oklahoma State,REG,W,0,2,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0
1149,2021-22,2022-02-22,Kansas,,Kansas State,REG,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1150,2017-18,2017-11-10,Jacksonville State,,Tennessee Wesleyan,REG,W,0,16,3,5,.600,2,2,1.000,1,3,.333,2,8,.250,1,6,7,0,0,0,1,4,9
1151,2017-18,2017-11-13,Jacksonville State,@,Richmond,REG,W,0,8,3,4,.750,3,3,1.000,0,1,.000,3,3,1.000,0,4,4,0,0,0,0,1,9
1152,2017-18,2017-11-15,Jacksonville State,@,Buffalo,REG,L,0,9,2,3,.667,1,1,1.000,1,2,.500,0,0,,0,3,3,0,0,1,2,3,5
1153,2017-18,2017-11-20,Jacksonville State,N,Savannah State,REG,W,0,10,0,2,.000,0,2,.000,0,0,,0,0,,1,6,7,1,0,0,2,3,0
1154,2017-18,2017-11-21,Jacksonville State,@,Chattanooga,REG,W,0,7,2,3,.667,2,3,.667,0,0,,0,0,,0,0,0,0,0,0,1,1,4
1155,2017-18,2017-11-26,Jacksonville State,@,Mississippi State,REG,L,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1156,2017-18,2017-11-30,Jacksonville State,,Alabama State,REG,W,0,11,5,7,.714,5,6,.833,0,1,.000,2,4,.500,0,1,1,0,0,0,0,2,12
1157,2017-18,2017-12-03,Jacksonville State,,Samford,REG,W,0,13,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,1,2,0
1158,2017-18,2017-12-09,Jacksonville State,,Louisiana-Monroe,REG,W,0,4,0,1,.000,0,1,.000,0,0,,0,0,,1,1,2,0,0,0,0,0,0
1159,2017-18,2017-12-12,Jacksonville State,@,Oregon State,REG,L,0,7,0,1,.000,0,1,.000,0,0,,0,0,,1,1,2,0,0,0,1,0,0
1160,2017-18,2017-12-16,Jacksonville State,,USC Upstate,REG,W,0,6,1,3,.333,1,3,.333,0,0,,0,0,,1,2,3,0,0,0,1,0,2
1161,2017-18,2017-12-30,Jacksonville State,,Morehead State,REG,W,0,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,0,0
1162,2017-18,2018-01-04,Jacksonville State,@,Tennessee State,REG,L,0,16,4,6,.667,1,2,.500,3,4,.750,0,0,,0,5,5,2,0,0,0,2,11
1163,2017-18,2018-01-06,Jacksonville State,@,Belmont,REG,W,0,17,3,4,.750,1,2,.500,2,2,1.000,1,2,.500,1,0,1,2,0,0,1,4,9
1164,2017-18,2018-01-11,Jacksonville State,,Murray State,REG,W,0,6,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,2,0
1165,2017-18,2018-01-13,Jacksonville State,,Austin Peay,REG,L,0,20,1,4,.250,1,3,.333,0,1,.000,6,6,1.000,2,4,6,2,0,0,0,1,8
1166,2017-18,2018-01-18,Jacksonville State,@,Morehead State,REG,W,0,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
1167,2017-18,2018-01-25,Jacksonville State,,UT-Martin,REG,L,0,2,0,0,,0,0,,0,0,,0,2,.000,0,1,1,0,0,0,0,1,0
1168,2017-18,2018-01-27,Jacksonville State,,Southeast Missouri State,REG,W,0,8,1,2,.500,1,1,1.000,0,1,.000,0,0,,0,0,0,1,0,0,0,2,2
1169,2017-18,2018-02-01,Jacksonville State,@,Eastern Illinois,REG,W,0,10,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,2,2,0
1170,2017-18,2018-02-03,Jacksonville State,@,SIU-Edwardsville,REG,L,0,14,3,3,1.000,3,3,1.000,0,0,,3,5,.600,1,0,1,1,1,0,1,3,9
1171,2017-18,2018-02-08,Jacksonville State,,Tennessee Tech,REG,W,0,14,1,3,.333,0,0,,1,3,.333,2,3,.667,0,2,2,1,1,1,3,3,5
1172,2017-18,2018-02-10,Jacksonville State,,Tennessee State,REG,L,0,10,1,4,.250,1,2,.500,0,2,.000,0,0,,1,1,2,1,0,0,3,2,2
1173,2017-18,2018-02-15,Jacksonville State,@,Murray State,REG,L,0,2,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0
1174,2017-18,2018-02-17,Jacksonville State,@,Austin Peay,REG,L,0,26,5,8,.625,4,6,.667,1,2,.500,7,10,.700,4,6,10,2,1,2,0,3,18
1175,2017-18,2018-02-22,Jacksonville State,,Belmont,REG,W,0,20,3,6,.500,1,3,.333,2,3,.667,2,2,1.000,3,7,10,4,0,0,0,3,10
1176,2017-18,2018-03-01,Jacksonville State,N,Tennessee Tech,CTOURN,W,0,8,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,1,2,0
1177,2017-18,2018-03-02,Jacksonville State,N,Murray State,CTOURN,L,0,3,0,1,.000,0,1,.000,0,0,,0,0,,0,3,3,0,0,0,0,1,0
